ID1,ID2,Distance
D17763.1_ns5a-ns5b-ns3,CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,0.0654765
CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,0.0745701
CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0129393
CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,0.0238365
CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,0.0259643
CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,0.0754927
D17763.1_ns5a-ns5b-ns3,CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,0.0549415
CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,0.0639827
CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,0.0625371
CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0275933
CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,0.0133688
D17763.1_ns5a-ns5b-ns3,CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,0.0574722
CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,0.0756163
CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,0.0429819
CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,0.0906258
CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0180763
D17763.1_ns5a-ns5b-ns3,CEC-23-10205-JCJA-genotype-3a-consensus-0.2_merged,0.0608124
CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,0.07172
CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,0.0420649
CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,0.0863729
D17763.1_ns5a-ns5b-ns3,CEC-21-5598-DCMA-genotype-3a-consensus-0.2_merged,0.0573677
CEC-22-7110-LCR-genotype-3a-consensus-0.2_merged,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0786006
CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,0.0396192
CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,0.0846222
D17763.1_ns5a-ns5b-ns3,CEC-22-6914-CRJA-genotype-3a-consensus-0.2_merged,0.0552221
CEC-22-7750-MHH-genotype-3a-consensus-0.2_merged,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0427621
CEC-22-6442-MHG-genotype-3a-consensus-0.2_merged,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0915117
D17763.1_ns5a-ns5b-ns3,CEC-22-7444-LNGS-genotype-3a-consensus-0.2_merged,0.0608684
