ID1,ID2,Distance
CEC-22-8495-HZD-genotype-2b-consensus-0.2_merged,CEC-22-9095-JVJA-genotype-2b-consensus-0.2_merged,0.0746654
CEC-22-9095-JVJA-genotype-2b-consensus-0.2_merged,CEC-22-8310-ACES-genotype-2b-consensus-0.2_merged,0.0841451
CEC-22-8310-ACES-genotype-2b-consensus-0.2_merged,CEC-21-5777-HZL-genotype-2b-consensus-0.2_merged,0.100384
AB030907.1_ns5a-ns5b-ns3,CEC-22-8495-HZD-genotype-2b-consensus-0.2_merged,0.0867239
CEC-22-8495-HZD-genotype-2b-consensus-0.2_merged,CEC-22-8310-ACES-genotype-2b-consensus-0.2_merged,0.0890786
CEC-22-9095-JVJA-genotype-2b-consensus-0.2_merged,CEC-21-5777-HZL-genotype-2b-consensus-0.2_merged,0.0936106
AB030907.1_ns5a-ns5b-ns3,CEC-22-9095-JVJA-genotype-2b-consensus-0.2_merged,0.0842727
CEC-22-8495-HZD-genotype-2b-consensus-0.2_merged,CEC-21-5777-HZL-genotype-2b-consensus-0.2_merged,0.0928665
AB030907.1_ns5a-ns5b-ns3,CEC-22-8310-ACES-genotype-2b-consensus-0.2_merged,0.0916127
AB030907.1_ns5a-ns5b-ns3,CEC-21-5777-HZL-genotype-2b-consensus-0.2_merged,0.0914155
